ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
W3485,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,white
W3486,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,white
W3487,6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,white
W3488,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,white
W3489,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,white
W3490,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,white
W3491,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,white
W3492,6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,white
W3493,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,white
W3494,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,white
W3495,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6,white
W3496,6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,white
W3497,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5,white
W3498,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,5,white
W3499,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,white
W3500,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,white
W3501,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,white
W3502,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,5,white
W3503,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,white
W3504,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,white
W3505,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,white
W3506,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,white
W3507,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,white
W3508,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,white
W3509,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,white
W3510,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,white
W3511,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,white
W3512,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8,white
W3513,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,white
W3514,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,white
W3515,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,white
W3516,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5,white
W3517,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,white
W3518,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,white
W3519,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,white
W3520,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,white
W3521,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,white
W3522,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,white
W3523,6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5,white
W3524,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,white
W3525,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,white
W3526,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6,white
W3527,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,white
W3528,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,white
W3529,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,white
W3530,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,white
W3531,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,white
W3532,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,white
W3533,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,white
W3534,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,white
W3535,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6,white
W3536,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
W3537,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
W3538,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,white
W3539,7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6,white
W3540,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,white
W3541,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,white
W3542,7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,white
W3543,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,white
W3544,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5,white
W3545,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,white
W3546,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,white
W3547,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,white
W3548,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,white
W3549,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,white
W3550,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,white
W3551,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5,white
W3552,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,white
W3553,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,white
W3554,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,white
W3555,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6,white
W3556,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,white
W3557,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,white
W3558,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,white
W3559,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,white
W3560,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,white
W3561,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,white
W3562,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,white
W3563,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white
W3564,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,white
W3565,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,white
W3566,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,white
W3567,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,5,white
W3568,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,white
W3569,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,white
W3570,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,white
W3571,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,5,white
W3572,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,white
W3573,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,white
W3574,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,white
W3575,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,white
W3576,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,white
W3577,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,white
W3578,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,white
W3579,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,white
W3580,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,white
W3581,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,5,white
W3582,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,white
W3583,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,white
W3584,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,white
W3585,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,white
W3586,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,white
W3587,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,white
W3588,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,white
W3589,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,white
W3590,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,white
W3591,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,white
W3592,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,white
W3593,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,white
W3594,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,white
W3595,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7,white
W3596,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7,white
W3597,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8,white
W3598,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,white
W3599,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,white
W3600,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,white
W3601,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,white
W3602,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,white
W3603,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,white
W3604,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,white
W3605,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6,white
W3606,6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,white
W3607,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,white
W3608,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,white
W3609,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,white
W3610,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,white
W3611,6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,white
W3612,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,white
W3613,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,white
W3614,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,white
W3615,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,white
W3616,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,white
W3617,6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6,white
W3618,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,white
W3619,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,white
W3620,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5,white
W3621,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6,white
W3622,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,white
W3623,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,white
W3624,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,white
W3625,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,white
W3626,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,white
W3627,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,white
W3628,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,white
W3629,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,white
W3630,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
W3631,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
W3632,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,white
W3633,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
W3634,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,4,white
W3635,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,5,white
W3636,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,white
W3637,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,white
W3638,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,white
W3639,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,white
W3640,6.9,0.38,0.28,8.3,0.062,22,166,0.99506,3.16,0.72,10.6,5,white
W3641,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,white
W3642,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,white
W3643,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,white
W3644,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,white
W3645,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,6,white
W3646,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,white
W3647,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,5,white
W3648,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,white
W3649,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,white
W3650,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5,white
W3651,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,white
W3652,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,white
W3653,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,white
W3654,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,white
W3655,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,white
W3656,5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,white
W3657,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,white
W3658,7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,white
W3659,9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,5,white
W3660,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7,white
W3661,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,white
W3662,6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,white
W3663,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,white
W3664,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
W3665,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
W3666,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,white
W3667,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,5,white
W3668,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,5,white
W3669,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,white
W3670,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,white
W3671,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5,white
W3672,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,5,white
W3673,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,white
W3674,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,white
W3675,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,white
W3676,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,white
W3677,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,white
W3678,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,white
W3679,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,white
W3680,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,white
W3681,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,white
W3682,6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,white
W3683,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,white
W3684,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,white
W3685,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,white
W3686,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,white
W3687,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,white
W3688,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,white
W3689,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,white
W3690,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,white
W3691,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,white
W3692,6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6,white
W3693,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,white
W3694,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,white
W3695,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5,white
W3696,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,white
W3697,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,white
W3698,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,white
W3699,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,white
W3700,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,white
W3701,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,white
W3702,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,white
W3703,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,white
W3704,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white
W3705,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,white
W3706,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,white
W3707,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3708,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3709,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3710,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3711,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3712,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3713,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
W3714,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,white
W3715,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,white
W3716,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6,white
W3717,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,white
W3718,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,white
W3719,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,white
W3720,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5,white
W3721,6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5,white
W3722,6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,5,white
W3723,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,white
W3724,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,white
W3725,6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,white
W3726,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
W3727,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
W3728,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
W3729,8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,white
W3730,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white
W3731,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,white
W3732,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6,white
W3733,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,white
W3734,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,white
W3735,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,white
W3736,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,white
W3737,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,white
W3738,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,white
W3739,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,white
W3740,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,white
W3741,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,white
W3742,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6,white
W3743,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5,white
W3744,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,white
W3745,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,white
W3746,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,white
W3747,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7,white
W3748,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,white
W3749,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,white
W3750,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,6,white
W3751,6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,white
W3752,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,white
W3753,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,white
W3754,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,5,white
W3755,5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,white
W3756,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6,white
W3757,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,white
W3758,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,white
W3759,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,white
W3760,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,white
W3761,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,white
W3762,6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,white
W3763,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6,white
W3764,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
W3765,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
W3766,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
W3767,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
W3768,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,white
W3769,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5,white
W3770,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,white
W3771,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,white
W3772,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,white
